lemma,plural,stem_final,opportunity,ur,predicted_sr,attested_sr,category,normalisations,ipa_edit,feature_edit,rule_edit,total_distance,cluster
sâmbătă,sâmbete,t,e,sɨmbəte,sɨmbəte,sɨmbete,RULE_FAILURE,,1.0,0.0,0,0.2,
săbiușcă,săbiuști,c,i,səbiuʃKi,səbiuʃtj,səbiuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
săgețică,săgețele,c,e,səd͡ʒet͡siKe,səd͡ʒet͡sit͡ʃe,səd͡ʒet͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
sălățică,sălățele,c,e,sələt͡siKe,sələt͡sit͡ʃe,sələt͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
săniușcă,săniuști,c,i,səniuʃKi,səniuʃtj,səniuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
sărmănică,sărmănele,c,e,sərməniKe,sərmənit͡ʃe,sərmənele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
talașcă,tălăști,c,i,talaʃKi,talaʃtj,tələʃti,NORM_TRAILING_GLIDE,"TRAILING_GLIDE,UNSTRESSED_SCHWA",0.0,0.0,0,0.0,
tambuchi,tambuchiuri,c,uri,tambukuri,tambukurj,tambukiuri,RULE_FAILURE,,2.0,0.0,0,0.4,
tangou,tangouri,g,uri,tanɡouuri,tanɡouurj,tanɡouri,RULE_FAILURE,,2.0,0.0,0,0.4,
taroc,taroace,c,e,taroKe,tarot͡ʃe,taroat͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
tataie,tich,t,i,tataji,tataji,tikh,RULE_FAILURE,,5.0,2.0,1,2.3,
tașcă,tăști,c,i,taʃKi,taʃtj,təʃti,NORM_TRAILING_GLIDE,"TRAILING_GLIDE,UNSTRESSED_SCHWA",0.0,0.0,0,0.0,
tecuceancă,tecucence,c,e,tekut͡ʃanKe,tekut͡ʃant͡ʃe,tekut͡ʃent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
telecomandă,telecomenzi,d,i,telekomanDi,telekomanzj,telekomenzi,RULE_FAILURE,,2.0,0.0,0,0.4,
tenebritate,tenebritatăți,t,i,tenebritaTi,tenebritat͡sj,tenebritatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
terfelog,terfeloage,g,e,terfeloGe,terfelod͡ʒe,terfeload͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
teșrifat,teșrifaturi,t,uri,teʃrifaturi,teʃrifaturj,teʃrifaturi,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
thailandeză,thailandeze,z,e,tajlandeze,tajlandeze,thailandeze,RULE_FAILURE,,2.0,0.0,0,0.4,
tilișcă,tiliști,c,i,tiliʃKi,tiliʃtj,tiliʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
tingirică,tingirele,c,e,tind͡ʒiriKe,tind͡ʒirit͡ʃe,tind͡ʒirele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
titcă,titci,c,i,tiTKi,tit͡st͡ʃj,titt͡ʃi,RULE_FAILURE,,3.0,0.0,1,0.9,
toiag,toiege,g,e,tojaGe,tojad͡ʒe,toied͡ʒe,RULE_FAILURE,,2.0,0.0,0,0.4,
toporișcă,toporiști,c,i,toporiʃKi,toporiʃtj,toporiʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
torpedou,torpedouri,d,uri,torpedouuri,torpedouurj,torpedouri,RULE_FAILURE,,2.0,0.0,0,0.4,
tovărășică,tovărășele,c,e,tovərəʃiKe,tovərəʃit͡ʃe,tovərəʃele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
triadă,traide,d,e,triade,triade,traide,RULE_FAILURE,,2.0,0.0,0,0.4,
tricou,tricouri,c,uri,trikowuri,trikowurj,trikouri,RULE_FAILURE,,2.0,0.0,0,0.4,
triunghi,triunghiuri,g,uri,triunɡuri,triunɡurj,triunɡiuri,RULE_FAILURE,,2.0,0.0,0,0.4,
trișcă,triște,c,e,triʃKe,triʃte,triʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
trocățică,trocățele,c,e,trokət͡siKe,trokət͡sit͡ʃe,trokət͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
trunchi,trunchiuri,c,uri,trunkuri,trunkurj,trunkiuri,RULE_FAILURE,,2.0,0.0,0,0.4,
trusou,trusouri,s,uri,trusouuri,trusouurj,trusouri,RULE_FAILURE,,2.0,0.0,0,0.4,
trușcă,truște,c,e,truʃKe,truʃte,truʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
trădământ,trădăminte,t,e,trədəmɨnte,trədəmɨnte,trədəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
tufănică,tufănele,c,e,tufəniKe,tufənit͡ʃe,tufənele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
tulceancă,tulcence,c,e,tult͡ʃanKe,tult͡ʃant͡ʃe,tult͡ʃent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
tumulus,tumuluși,s,i,tjumjələSi,tjumjələʃj,tumuluʃi,RULE_FAILURE,,5.0,0.0,2,1.6,
tureatcă,turetci,c,i,tureaTKi,tureat͡st͡ʃj,turett͡ʃi,RULE_FAILURE,,4.0,0.0,1,1.1,
turment,turmente,t,e,turmene,turmene,turmente,RULE_FAILURE,,1.0,3.0,0,1.7,
turturică,turturele,c,e,turturiKe,turturit͡ʃe,turturele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
tuse,tușuri,s,uri,tusuri,tusurj,tuʃuri,RULE_FAILURE,,2.0,0.0,0,0.4,
tărfălog,tărfăloage,g,e,tərfəloGe,tərfəlod͡ʒe,tərfəload͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
uiagă,uiegi,g,i,uiaGi,uiad͡ʒj,uied͡ʒi,RULE_FAILURE,,2.0,0.0,0,0.4,
unghi,unghiuri,g,uri,unɡuri,unɡurj,unɡiuri,RULE_FAILURE,,2.0,0.0,0,0.4,
urechiușcă,urechiuști,c,i,urekiuʃKi,urekiuʃtj,urekiuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
urs,urși,s,i,dəbii,dəbii,urʃi,RULE_FAILURE,,4.0,4.0,1,3.1,
uscăturică,uscăturele,c,e,uskəturiKe,uskəturit͡ʃe,uskəturele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
vacs,vacsuri,s,uri,vat͡ssuri,vat͡ssurj,vaksuri,RULE_FAILURE,,4.0,0.0,0,0.8,
vals,valsuri,s,uri,balsuri,balsurj,valsuri,RULE_FAILURE,,2.0,0.0,0,0.4,
vargă,vergi,g,i,varGi,vard͡ʒj,verd͡ʒi,RULE_FAILURE,,2.0,0.0,0,0.4,
varză,verze,z,e,varze,varze,verze,RULE_FAILURE,,1.0,0.0,0,0.2,
vasluiancă,vasluience,c,e,vasluianKe,vasluiant͡ʃe,vasluient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
vecinică,vecinele,c,e,vet͡ʃiniKe,vet͡ʃinit͡ʃe,vet͡ʃinele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
venețiancă,venețience,c,e,venet͡sianKe,venet͡siant͡ʃe,venet͡sient͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
venimozitate,venimozitatăți,t,i,venimozitaTi,venimozitat͡sj,venimozitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
verdicică,verdicicele,c,e,verdit͡ʃiKe,verdit͡ʃit͡ʃe,verdit͡ʃit͡ʃele,ICA_SUPPLETION,,2.0,6.0,0,3.4,
vesmânt,vesminte,t,e,vesmɨnte,vesmɨnte,vesminte,RULE_FAILURE,,1.0,0.0,0,0.2,
vestmânt,vestminte,t,e,vestmɨnte,vestmɨnte,vestminte,RULE_FAILURE,,1.0,0.0,0,0.2,
vetrușcă,vetruști,c,i,vetruʃKi,vetruʃtj,vetruʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
veșmânt,veșminte,t,e,veʃmɨnte,veʃmɨnte,veʃminte,RULE_FAILURE,,1.0,0.0,0,0.2,
veștmânt,veștminte,t,e,veʃtmɨnte,veʃtmɨnte,veʃtminte,RULE_FAILURE,,1.0,0.0,1,0.5,
vinețică,vinețele,c,e,vinet͡siKe,vinet͡sit͡ʃe,vinet͡sele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
violet,violette,t,e,violete,violete,violette,RULE_FAILURE,,1.0,0.0,0,0.2,
viorică,viorele,c,e,vioriKe,viorit͡ʃe,viorele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
vipușcă,vipuști,c,i,vipuʃKi,vipuʃtj,vipuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
vistierniceasă,vistiernicese,s,e,vistiernit͡ʃase,vistiernit͡ʃase,vistiernit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
vișinică,vișinele,c,e,viʃiniKe,viʃinit͡ʃe,viʃinele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
vițică,vițele,c,e,,,vit͡sele,UR_BUILD_FAILED,,,,,,
vodcă,vodci,c,i,voDKi,vozt͡ʃj,vodt͡ʃi,RULE_FAILURE,,2.0,0.0,1,0.7,
vohod,vohoade,d,e,vohode,vohode,vohoade,RULE_FAILURE,,1.0,0.0,0,0.2,
volog,voloage,g,e,voloGe,volod͡ʒe,voload͡ʒe,RULE_FAILURE,,1.0,0.0,0,0.2,
vorniceasă,vornicese,s,e,vornit͡ʃase,vornit͡ʃase,vornit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
votcă,votci,c,i,voTKi,vot͡st͡ʃj,vott͡ʃi,RULE_FAILURE,,3.0,0.0,1,0.9,
vutcă,vutci,c,i,vuTKi,vut͡st͡ʃj,vutt͡ʃi,RULE_FAILURE,,3.0,0.0,1,0.9,
vâlceancă,vâlcence,c,e,vɨlt͡ʃanKe,vɨlt͡ʃant͡ʃe,vɨlt͡ʃent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
vântă,vinte,t,e,vɨnte,vɨnte,vinte,RULE_FAILURE,,1.0,0.0,0,0.2,
vânătă,vinete,t,e,vɨnəte,vɨnəte,vinete,RULE_FAILURE,,2.0,0.0,0,0.4,
vărsământ,vărsăminte,t,e,vərsəmɨnte,vərsəmɨnte,vərsəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
watt,wați,t,i,waTTi,wat͡stj,wat͡si,RULE_FAILURE,,2.0,1.0,0,0.9,
weekend,weekenduri,d,uri,ujkenduri,ujkendurj,weekenduri,RULE_FAILURE,,4.0,0.0,0,0.8,
yard,yarzi,d,i,ɡərədhai,ɡərədhai,yarzi,RULE_FAILURE,,6.0,2.0,1,2.5,
zarzavagioaică,zarzavagioaice,c,e,zarzavad͡ʒwaiKe,zarzavad͡ʒwait͡ʃe,zarzavad͡ʒioait͡ʃe,RULE_FAILURE,,2.0,0.0,0,0.4,
zbiciușcă,zbiciuști,c,i,zbit͡ʃiuʃKi,zbit͡ʃiuʃtj,zbit͡ʃiuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
zgrăbunțică,zgrăbunțele,c,e,,,zɡrəbunt͡sele,UR_BUILD_FAILED,,,,,,
zgău,zgăuri,g,uri,zɡəwuri,zɡəwurj,zɡəuri,RULE_FAILURE,,2.0,0.0,0,0.4,
zimniceancă,zimnicence,c,e,zimnit͡ʃanKe,zimnit͡ʃant͡ʃe,zimnit͡ʃent͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
zonalitate,zonalitatăți,t,i,zonalitaTi,zonalitat͡sj,zonalitatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
zârnușcă,zârnuște,c,e,zɨrnuʃKe,zɨrnuʃte,zɨrnuʃte,RULE_FAILURE,,0.0,0.0,0,0.0,
zăcământ,zăcăminte,t,e,zəkəmɨnte,zəkəmɨnte,zəkəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
zălăuancă,zălăuance,c,e,zələwanKe,zələwant͡ʃe,zələuant͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
zăpadă,zăpezi,d,i,zəpaDi,zəpazj,zəpezi,RULE_FAILURE,,2.0,0.0,0,0.4,
zărzărică,zărzărele,c,e,zərzəriKe,zərzərit͡ʃe,zərzərele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
îmbold,mbolduri,d,uri,ɨmbolduri,ɨmboldurj,mbolduri,RULE_FAILURE,,2.0,0.0,0,0.4,
îmbrăcământ,îmbrăcăminte,t,e,ɨmbrəkəmɨnte,ɨmbrəkəmɨnte,ɨmbrəkəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
încrezământ,încrezăminte,t,e,ɨnkrezəmɨnte,ɨnkrezəmɨnte,ɨnkrezəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
îndurătate,îndurătatăți,t,i,ɨndurətaTi,ɨndurətat͡sj,ɨndurətatət͡si,RULE_FAILURE,,3.0,0.0,0,0.6,
înfrunt,nfrunturi,t,uri,ɨnfrunturi,ɨnfrunturj,nfrunturi,RULE_FAILURE,,2.0,0.0,0,0.4,
îngrășământ,îngrășăminte,t,e,ɨnɡrəʃəmɨnte,ɨnɡrəʃəmɨnte,ɨnɡrəʃəminte,RULE_FAILURE,,1.0,0.0,0,0.2,
însemnărică,însemnărele,c,e,ɨnsemnəriKe,ɨnsemnərit͡ʃe,ɨnsemnərele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
întunerec,ntunerece,c,e,ɨntunereKe,ɨntuneret͡ʃe,ntuneret͡ʃe,RULE_FAILURE,,1.0,0.0,0,0.2,
învățământ,învățăminte,t,e,ɨnvət͡səmɨnte,ɨnvət͡səmɨnte,ɨnvət͡səminte,RULE_FAILURE,,1.0,0.0,0,0.2,
învățămînt,învățăminte,t,e,ɨnvət͡səmɨnte,ɨnvət͡səmɨnte,ɨnvət͡səminte,RULE_FAILURE,,1.0,0.0,0,0.2,
șaltău,șaltăuri,t,uri,ʃaltəuuri,ʃaltəuurj,ʃaltəuri,RULE_FAILURE,,2.0,0.0,0,0.4,
șașlâc,șașlâcuri,c,uri,ʃaʃlɨkuri,ʃaʃlɨkurj,ʃaʃlɨkuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
șleahtă,șlehte,t,e,ʃleahte,ʃleahte,ʃlehte,NORM_EA_MONOPHTHONG,EA_MONOPHTHONG,0.0,0.0,1,0.3,
șloag,șloaguri,g,uri,ʃloaɡuri,ʃloaɡurj,ʃloaɡuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
șluc,șlucuri,c,uri,ʃlukuri,ʃlukurj,ʃlukuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
șoriceasă,șoricese,s,e,ʃorit͡ʃase,ʃorit͡ʃase,ʃorit͡ʃese,RULE_FAILURE,,1.0,0.0,0,0.2,
ștachetă,ștachete,t,e,ʃtakete,ʃtakete,ʃtakete,RULE_FAILURE,,0.0,0.0,1,0.3,
ștafetă,ștafete,t,e,ʃtafete,ʃtafete,ʃtafete,RULE_FAILURE,,0.0,0.0,1,0.3,
ștand,ștanduri,d,uri,ʃtanduri,ʃtandurj,ʃtanduri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
ștelung,ștelunguri,g,uri,ʃtelunɡuri,ʃtelunɡurj,ʃtelunɡuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
șterc,ștercuri,c,uri,ʃterkuri,ʃterkurj,ʃterkuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
șters,ștersuri,s,uri,ʃtersuri,ʃtersurj,ʃtersuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
ștrand,ștranduri,d,uri,ʃtranduri,ʃtrandurj,ʃtranduri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
ștras,ștrasuri,s,uri,ʃtrasuri,ʃtrasurj,ʃtrasuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
ștreang,ștreanguri,g,uri,ʃtreanɡuri,ʃtreanɡurj,ʃtreanɡuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
ștuc,ștucuri,c,uri,ʃtukuri,ʃtukurj,ʃtukuri,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,1,0.3,
țepușcă,țepuști,c,i,t͡sepuʃKi,t͡sepuʃtj,t͡sepuʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
țipăt,țipete,t,e,t͡sipəte,t͡sipəte,t͡sipete,RULE_FAILURE,,1.0,0.0,0,0.2,
țușcă,țuști,c,i,t͡suʃKi,t͡suʃtj,t͡suʃti,NORM_TRAILING_GLIDE,TRAILING_GLIDE,0.0,0.0,0,0.0,
țăndurică,țăndurele,c,e,t͡sənduriKe,t͡səndurit͡ʃe,t͡səndurele,ICA_SUPPLETION,,4.0,6.0,0,3.8,
țăndărică,țăndărele,c,e,,,t͡səndərele,UR_BUILD_FAILED,,,,,,
